Rank,Canonical SMILES,rbl
5178,[M][O]=[S@@](=O)(c1cc(N(O)O)c(c(c1)S(=O)(=O)O)O)O,0.013781071
5179,[M]/[O]=C(\Nc1ccccc1NC(=O)Nc1ccc(cc1)[N](=O)O)/Nc1ccc(cc1)N(=O)=O,0.013779938
5180,[M]O[P@](=O)(CN(CP(=O)(O)O)Cc1ccc(cc1)CN(CP(=O)(O)O)CP(=O)(O)O)O,0.013763905
5181,[M]OC(=O)c1cccc(c1c1c(cccc1C(=O)O)C(=O)O)C(=O)O,0.013754606
5182,CC[C@H]1C/C=C\CC[C@H](O)CC(=O)C([C@H]2[O]([C@]3(O[B@]45O[C@@H](C(=O)O1)[C@@]1(O[C@@H](CC[C@H]1C)C(C)(C)C(=O)C[C@@H](O)CC/C=C\C[C@@H](OC(=O)[C@@H]3O5)CC)O4)[C@H](C)CC2)[M])(C)C,0.013754487
5183,[M]/[O]=C(\c1ccc(c(c1)NC(=O)C(=O)Nc1cc(ccc1C(=O)O)C(=O)O)C(=O)O)/O,0.013754249
5184,[M]OC(=O)c1c(Br)c(C(=O)O)c(c(c1C(=O)O)Br)C(=O)O,0.013728201
5185,COCCCN[P]1(NCCCOC)NP(=N[P@](=N1)(NCCCOC)NCCC[O]([M])C)(NCCCOC)NCCCOC,0.013723254
5186,[M][O]1C(=CC(=O)c2c1cc(O)c(c2O)[S](=O)(O)O)c1ccccc1,0.013667822
5187,[M][O]1CCSCCOCCOCCSCCOc2c3Cc4c5c(Cc6c1c(ccc6)Cc1cccc(c1OCCOCCOCCOCCO5)Cc2ccc3)ccc4,0.013665736
5188,[M]O[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)O)C,0.013620436
5189,[M][O]=[S@](=O)(C1=C/C(=C/2\C=C(C=CN2O)S(=O)(=O)O)/N(C=C1)O)O,0.013618112
5190,[M]OS(=O)(=O)c1ccc(c2c1cccn2)O,0.013617516
5191,CCCOc1c2cccc1Cc1cccc3c1[O]([M])CCOCCN(CCOCCOc1c(C2)cccc1Cc1cccc(C3)c1OCCC)Cc1ccccc1,0.013616383
5192,[M][O]=[S@@](=O)(c1cc(c2c3c1ccc1c3c(cc2)c(cc1S(=O)(=O)O)O)S(=O)(=O)O)O,0.013614655
5193,[M]/[O]=C(\c1cc(Sc2ccc(cc2)C(=O)O)c(cc1Sc1ccc(cc1)C(=O)O)C(=O)O)/O,0.013613105
5194,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@H]([C@@H]([C@H]1NS(=O)(=O)O)O)O[C@@H]1O[C@@H](C(=O)O)[C@H]([C@@H]([C@H]1OS(=O)(=O)O)O)O[C@H]1O[C@H](COS(=O)(=O)O)[C@H]([C@@H]([C@H]1NS(=O)(=O)O)OS(=O)(=O)O)O[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@H]([O]1[M])C(=O)O)O[C@H]1O[C@H](COS(=O)(=O)O)[C@H]([C@@H]([C@H]1NS(=O)(=O)O)O)O,0.013608336
5195,[M]/[O]=C(/C[S@](=O)c1ccccc1)\C,0.013579488
5196,[M][O]1CC[N@]2CCOCCOCC[N@@](CC1)Cc1ccccc1/N=C/c1c(c(/C=N/c3c(C2)cccc3)cc(c1)C)O,0.013568819
5197,[M]OC(=O)N(/C(=N/c1ccc(cc1)C)/C(=N\c1ccc(cc1)C)/N(c1ccc(cc1)C)C(=O)O)c1ccc(cc1)C,0.013557613
5198,CO[C@@H]([C@H]([C@@H]1O[C@]2(CC[C@](O2)(C)[C@@H]2CC[C@](O2)(CC)[C@H]2O[C@@H](C[C@H]2C)[C@@H]2O[C@](O)(CO)[C@H](C[C@H]2C)C)C[C@H]([C@@H]1C)O[M])C)[C@H](C(=O)N[C@@H](C(=O)O)Cc1ccc(cc1)O)C,0.013548672
5199,[M]OC(=O)C(=O)Nc1ccccc1NC(=O)CN1C=C[N](=C1C)C,0.013526678
5200,[M]OC(=O)C1=C(NC(=N1)c1cccc(c1)Cl)C(=O)O,0.013517201
5201,[M]O[P@](=O)(c1cc(cc(c1)[P@](=O)(OC(C)C)O)[P@](=O)(OC(C)C)O)OC(C)C,0.013515115
5202,[M]OC[C@H]1O[C@H](Oc2ccc(cc2)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)[C@H]([C@H]([C@@H]1O)O)O,0.013502896
5203,[M]OC(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)O)C(=O)O,0.013486385
5204,[M][O]=[S@](=O)(C1=C(C)[C@@H]2C[C@H]1C=C2)c1ccccc1,0.013485968
5205,[M]OC(=O)c1ccc(nc1)c1ccc(cn1)C(=O)O,0.013474464
5206,[M]OC(=O)c1c(I)c(NC(=O)C)c(c(c1I)NC(=O)C)I,0.013472199
5207,[M]OC(=O)c1ccccc1C1=NC(=C(N1)C(=O)O)C(=O)O,0.013467073
5208,[M]OC(=O)c1cc(cc(c1)c1cc(C(=O)O)c(cc1C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,0.013438046
5209,OC(=O)/C=C(/C(=O)O[M])\I,0.013433516
5210,[M]OC(=O)c1cc(NC(=O)C(=O)O)cc(c1)C(=O)O,0.013432622
5211,CCO[P@@](=O)([O](CC)[M])C[S@@](=O)C,0.013428092
5212,C[O](CC/N=C(/C=C(/C(F)(F)F)\O)\C)[M],0.013424754
5213,[M]OC(=O)[C@H](O[C@H]([C@H](C(=O)O)O)C(=O)O)CC(=O)O,0.013400793
5214,[M]OC(=O)/C(=C(\C(=C(\[Si](C)(C)C)/C(=O)O)\c1ccccc1)/c1ccccc1)/[Si](C)(C)C,0.013398647
5215,NCP(=[O][M])(O)O,0.013396502
5216,[M]O[C@H]1[C@H](O)CO[C@H]([C@@H]1O)O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1N(C)C)C)O[C@@H]1[C@@H](O)c2cc3c(c(c2-c2c1cc(C)c(c2O)C(=O)N[C@@H](C(=O)O)CO)O)C(=O)c1c(C3=O)c(O)cc(c1)OC,0.013393223
5217,CC[C@@H](C(=O)[C@H]([C@H]([C@@H](CCc1ccc(c(c1/C(=[O]/[M])/O)O)C)C)O)C)[C@H]1O[C@](C[C@@H]1C)(CC)[C@H]1CC[C@]([C@@H](O1)C)(O)CC,0.013391256
5218,[M][O]=P(c1cc(cc(c1)C(=O)O)C(O)O)(O)O,0.01337254
5219,[M]OC(=O)C1=CC(=NN1Cc1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,0.013368905
5220,[M]OC(=O)CN(c1ccc(cc1)C(=O)O)CC(=O)O,0.013336897
5221,CCNC(=O)Nc1ccccc1N/C(=[O]/[M])/NCC,0.013319135
5222,[M]OC(=O)C1=C(NC(=N1)c1ccc(cc1)C)C(=O)O,0.013318956
5223,O/C(=[O]\[M])/c1ccc(nn1)C(=O)O,0.013303816
5224,OC(=O)COc1cc(ccc1C(=O)O)[O](CC(=O)O)[M],0.01330322
5225,[M][O]=P(CN(Cc1ccccn1)Cc1ccccn1)(O)O,0.013287425
5226,[M]/[O]=C\1/C(=CN(c2c1cc(F)c(c2)Cl)C1CC1)C(=O)O,0.013285697
5227,[M]OS(=O)(=O)[C@H]([S](=O)(O)O)F,0.013275504
5228,[M]O[C@H]1[C@@H](OC[C@H]([C@@H]1O)O)O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@@H]1N(C)C)C)O[C@@H]1[C@@H](O)c2cc3c(c(c2-c2c1cc(C)c(c2O)C(=O)N[C@@H](C(=O)O)CO)O)C(=O)c1c(C3=O)c(O)cc(c1)OC,0.013265967
5229,OCCN(c1nc(Nc2ccc(cc2)[S@](=[O][M])(=O)O)nc(n1)Cl)CCO,0.013253689
5230,NC(=O)NC(=O)C(=O)O[M],0.013213873
5231,[M]OC(=O)c1ccc(cc1N(=O)=O)N(=O)=O,0.013192058
5232,[M]OS(=O)(=O)c1cc(ccc1F)C(=O)c1ccc(c(c1)S(=O)(=O)O)F,0.013184845
5233,[M]O[C@@H](C[C@H](CC(=O)O)O)CCN1C(=C(C(=C1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1)C(C)C,0.0131796
5234,[M]/[O]=C(\[C@H]1C[C@@H](C(=O)O)[C@H](C[C@H]1C(=O)O)C(=O)O)/O,0.01315254
5235,[M]/[O]=C(\c1c(Br)c(Br)c(c(c1Br)Br)C(=O)O)/O,0.01315254
5236,OCCOCCO[Si]([Si](OCC[O](CCO)[M])(C)C)(C)C,0.013140559
5237,[M]OCN(C1CCCCC1)C1CCCCC1,0.013130486
5238,[M]OC[C@]1(O)O[C@H]([C@H]2C[C@@H]([C@@H](O2)[C@]2(CC)CC[C@@H](O2)[C@]2(C)CC[C@@]3(O2)C[C@H](O)[C@H]([C@H](O3)[C@H]([C@H]([C@@H](C(=O)OC)C)OC)C)C)C)[C@H](C[C@H]1C)C,0.013129234
5239,Oc1ccc(cc1C(=O)O[M])O,0.013127625
5240,NC(=O)[C@H]1O[C@@H]1C(=O)O[M],0.013115168
5241,CC/C(=N\C/C(=N/CC(=O)O[M])/O)/c1ccccc1O,0.013113737
5242,[M]OC([C@@H]1CCCN1Cc1cc(C)cc(c1O)CN1CCC[C@H]1C(c1ccccc1)(c1ccccc1)O)(c1ccccc1)c1ccccc1,0.013113081
5243,OC(/C(=[O]\[M])/O)O,0.013111115
5244,[M]OC(=O)c1cc(c(cc1O)O)S(=O)(=O)O,0.013108492
5245,CO[C@H]1CC[C@H](O[C@@H]1C)O[C@H]1[C@H](C)[C@](O)(O[C@H]([C@]1(C)OC)C[C@@H]1C[C@@H](OC)[C@H]([C@]2(O1)O[C@]([C@@H]([C@H]2C)[O]([M])C)(C)[C@H]1CC[C@H](O1)[C@H]1CC[C@@H](O1)[C@H]1O[C@](C)(O)[C@@H]([C@H]([C@@H]1C)OC)C)C)[C@H](C(=O)O)C,0.013108432
5246,[M]OC(=O)COC(=O)[C@@]1(C(=O)OCC(=O)O)[C@@]23[C@]41[C@@H]1[C@@H]5[C@@H]6[C@H]3[C@@H]3[C@@H]7[C@H]2[C@@H]2[C@@H]8[C@H]4[C@@H]4[C@H]1[C@@H]1[C@@H]9[C@H]5[C@@]5%10[C@H]6[C@@H]6[C@H]3[C@@]3%11[C@@]%12([C@H]7[C@@H]7[C@H]2[C@@]2%13[C@H]8[C@@H]8[C@H]4[C@@]4%14[C@]1(C1=C9[C@@H]9[C@@]%10(C5(C(=O)OCC(=O)O)C(=O)OCC(=O)O)[C@@H]5[C@H]6[C@H]%11[C@@H]6C%10=C%11[C@@H]%15[C@H]([C@@H]7[C@@H]%12%10)[C@@]%13(C2(C(=O)OCC(=O)O)C(=O)OCC(=O)O)[C@@H]2[C@H]8[C@H]%14[C@@H]7[C@H]1[C@@H]1[C@H]9[C@H]5[C@H]6[C@]5%11[C@@]1([C@@H]7[C@H]%152)C5(C(=O)OCC(=O)O)C(=O)OCC(=O)O)C4(C(=O)OCC(=O)O)C(=O)OCC(=O)O)C3(C(=O)OCC(=O)O)C(=O)OCC(=O)O,0.01307106
5247,[M]/[O]=C(/CN1CCN(C[P@@](=O)(C1)O)CC(=O)O)\O,0.0130651
5248,CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O[M])C)[C@@H](C(=O)O)C,0.013055503
5249,[M]OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](C=O)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@@H]6[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]6O)C=O)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@@H]([C@H]3O)O)CO,0.013053775
5250,CC([C@H]1[O]([M])C[C@H]2N1C(=CC2)O)C,0.013048649
5251,COCC[O](CCN1CCOCCOCCOCCOCC1)[M],0.013047993
5252,[M]/[O]=C(/C(C)(C)C)\C=C(\C(F)(F)F)/O,0.013047814
5253,[M][O]=P(Cc1ccc[cH]n1O)(O)O,0.013038874
5254,[M]/[O]=C(\C=C\c1cccc(c1)Cl)/O,0.013034582
5255,[M]OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,0.013031423
5256,[M]/[O]=C(/N(C(=O)O)NC(=O)O)\O,0.01301378
5257,[M]/[O]=C(\[C@@H](C(S)(C)C)NCCN[C@H](C(S)(C)C)C(=O)O)/O,0.013004303
5258,[M]OC(=O)c1ccc(cc1)c1cncc(c1N)c1ccc(cc1)C(=O)O,0.012990117
5259,[M]OCCN1CCN(CCO)CCN(CCN(CC1)CCO)CCO,0.012982309
5260,[M]OC(=O)c1cccc(n1)CN(Cc1cccc(n1)C(=O)O)CCN(Cc1cccc(n1)C(=O)O)Cc1cccc(n1)C(=O)O,0.012978554
5261,NC(=O)/C(=[O]\[M])/O,0.012972832
5262,OC[C@H]1O[C@H](Oc2ccc(cc2)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)[C@H]([C@H]([C@@H]1O[M])O)O,0.012968957
5263,OC(=O)C[O](c1cccc(c1)C(=O)O)[M],0.012950063
5264,[M]/[O]=C/1\C(=CN(c2c1cc(F)c(c2)N1CCNCC1)C1CC1)C(=O)O,0.01294595
5265,[M]/[O]=C(\Nc1ccccc1NC(=O)NCc1cccc(c1)CNC(=O)Nc1ccccc1NC(=O)Nc1ccc(cc1)N(O)O)/Nc1ccc(cc1)N(O)O,0.012931287
5266,[M]/[O]=C(/c1c(O)ccc2c1cccc2)\C,0.012909889
5267,[M]OC[C@H](C(=O)O)NC(=O)c1c(C)cc2c(-c3c([C@@H]([C@H]2O[C@@H]2O[C@H](C)[C@@H]([C@@H]([C@H]2O)O[C@@H]2OC[C@H]([C@@H]([C@H]2O)O)O)N(C)C)O)cc2c(c3O)C(=O)c3c(C2=O)c(O)cc(c3)OC)c1O,0.012898207
5268,[M][O]1CCN(CC1)c1nc2ccc(cc2c2c1cncc2C(=O)O)Cl,0.012895048
5269,OC(=O)[C@H]1CC=CC[C@H]1C(=O)O[M],0.012888193
5270,CCCCCc1cc2ccc3c(c2c(c1C(=O)O[M])O)cc1c(c3O)C(=O)c2c(C1(C)C)cc(cc2O)O,0.012880743
5271,CC[C@H](/N=C/c1cccc(c1O)[O]([M])C)CO,0.012826502
5272,[M][O]=[S@@](=O)(c1cc(C(=O)O)c(c2c1cc1c(n2)c(C(=O)O)c(cc1S(=O)(=O)O)C(=O)O)C(=O)O)O,0.012818456
5273,COC(=O)C1=C(C(=O)O)C(=C(/C/1=[O]/[M])O)C(=O)OC,0.012816429
5274,O[C@@H](C1=CC=C(O1)C(=O)O)O[M],0.012809753
5275,[M]OC(=O)CCC1=CC=CC1,0.012808144
5276,[M]OC[C@H]([C@H]1O[C@H]([C@H]([C@H]1O)O)O)O,0.012800515
5277,[M]/[O]=C(/C1=CC=C2N(C1=O)C=CC=C2)\O,0.012797594
5278,O[S@@](=[O][M])(=O)S/C(=C\Cl)/Cl,0.012769878
5279,[M]O[P@@](=O)([C@@H](P(=O)(O)O)N(C)C)O,0.01274389
5280,[M]/[O]=C(\c1ccc2c(c1)ccc(c2)O)/O,0.012736082
5281,[M][O]=[S@](=O)(c1ccc(c(c1)C(=O)O)O)O,0.012715518
5282,COc1cc2OC(=C(C(=O)c2c(c1[O]([M])C)O)OS(=O)(=O)O)c1ccc(cc1)OC,0.012709796
5283,[M]OC(=O)c1cc(/N=N/c2ccc(cc2)S(=O)(=O)O)ccc1O,0.012704372
5284,[M]OC(=O)[C@@H]1[C@@H](C[C@@H]([C@@H]1C(=O)O)C(=O)O)C(=O)O,0.012702763
5285,[M]/[O]=C(/COc1cc2Cc3cc(OCC(=O)O)c(cc3OCC(=O)O)Cc3cc(OCC(=O)O)c(cc3OCC(=O)O)Cc3c(cc(Cc4c(cc(Cc1cc2OCC(O)O)c(OCC(=O)O)c4)OCC(=O)O)c(OCC(=O)O)c3)OCC(=O)O)\O,0.012699604
5286,[M]/[O]=C/1\CC(C)(C)CC(=C1NNc1ccccc1S(=O)(=O)O)O,0.012690663
5287,[M]OC(=O)C1=CN(N=C1N(=O)=O)C1=NNN=N1,0.012690306
5288,[M]/[O]=C(/Cc1ccc(c(c1)Cl)Cl)\O,0.012687147
5289,[M]OC(=O)CN1C=NC=C1,0.012677908
5290,[M]/[O]=C/1\N2CN3C(=O)N4[C@@]5([C@@]3(C)N3CN6[C@]2([C@@]2(N1CN1C(=O)N7[C@]8([C@]1(C)N(CN2C6=O)C(=O)N8CN1[C@@]2(N(C7)C(=O)N6[C@]2(C)N(C1=O)CN1[C@]2([C@](N(C4)C(=O)N2C6)(N(CN5C3=O)C1=O)C)C)C)C)C)C)C,0.01266098
5291,[M][O]=[S@](=O)(c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)O)O,0.012647271
5292,[M]/[O]=C\1/N2CN3C(=O)N4[C@@]56[C@@]3(CCCC5)N3CN5[C@H]2[C@@H]2N1CN1C(=O)N7[C@]89[C@]1(CCCC8)[N](=C(N9CN1[C@@H]8N(C7)C(=O)N7[C@@H]8N(C1=O)CN1[C@@]89[C@](N(C4)C(=O)N8C7)(N(CN6C3=O)C1=O)CCCC9)O)CN2C5=O,0.012641549
5293,[M][O]=[S@@](=O)(c1cccc(c1)/N=N/c1cccc(c1)S(=O)(=O)O)O,0.012634575
5294,[M]OC(=O)CNCc1cc(OC)cc(c1O)C(C)(C)C,0.012620628
5295,[M]OS(=O)(=O)c1cc(/N=N/c2c(O)c(cc3c2cccc3)C(=O)O)ccc1Cl,0.01261729
5296,[M]O[C@H]1N2C(=C(CS[C@@H]2[C@]1(OC)NC(=O)CSC[C@H](C(=O)O)N)CSC1=NN=NN1C)C(=O)O,0.012601852
5297,CC[O](c1c(F)cc(c(c1F)[B](F)(F)F)F)[M],0.012594342
5298,CN1C=CC(=N/C/1=[O]/[M])N,0.012584925
5299,[M]OS(=O)(=O)C1=C/C(=C/2\C=C(C=CN2O)S(=O)(=O)O)/N(C=C1)O,0.012582958
5300,[M]OC(=O)C1=C(NC(=N1)C1=NC(=C(N1)C(=O)O)C(=O)O)C(=O)O,0.012558103
5301,[M]O[C@@H]1[C@@H](CO[P](O[P](OP(=O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)N1C=Nc2c1ncnc2N,0.012550235
5302,OC(=O)C[O](C1COc2ccccc2OCCCOc2c(OC1)cccc2)[M],0.012549341
5303,Fc1ccc(cc1)CNC(=O)C1=C(O)C(=O)N(C(=N1)C(NC(=O)C1=NN=C([O]1[M])C)(C)C)C,0.012547255
5304,[M][O]1CCC[C@@]21[C@H]1O[C@]3(O[C@@H]2[C@@]2([C@@H]([C@@]41CCCO4)O3)CCCO2)C#CC#C[C@]12O[C@H]3[C@]4([C@@H](O2)[C@]2([C@@H](O1)[C@]13CCCO1)CCCO2)CCCO4,0.01254636
5305,[M][O](c1ccc(cc1S(=O)(=O)O)C(=O)O)c1ccc(cc1S(=O)(=O)O)C(=O)O,0.012534499
5306,CC[C@H]([C@H]1NC(=O)C2=C1N(C)c1ccccc1/C/2=[O]\[M])C,0.012521625
5307,OC(=O)C1=C(N=NN1)C(=O)O[M],0.012516379
5308,O[C@@H]1[C@@H](CO[P@@](=O)(O[P@@](=O)(OP(=O)(O)O)O)O)[O]([C@H]([C@@H]1O)N1C=Nc2c1ncnc2N)[M],0.012503147
5309,CSCC[C@@H](C(=O)O[M])/N=C(/C(=N/[C@H](C(=O)O)CO)/O)\O,0.01248467
5310,[M]/[O]=C(/c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)O)C(=O)O)\O,0.012480736
5311,OC(=O)CN(C1=CC=C(C=C1[O](CCOc1cc(F)ccc1N(CC(=O)O)CC(=O)O)[M])F)CC(=O)O,0.012473822
5312,[M]OC(=O)C1(CCC1)C(=O)O,0.012471318
5313,[M]OC(=O)C1=CC(=CC(=C1)P(=O)(O)O)C(=O)O,0.012459457
5314,[M]OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,0.012434304
5315,O[S@](=[O][M])(=O)c1cc(Cl)ccc1Cl,0.012422085
5316,[M]/[O]=C(\c1cc(C(=O)O)c(nc1C(=O)O)C(=O)O)/O,0.012420654
5317,Cc1ccc(nc1)c1ccc(cn1)COCCOc1ccccc1OCCN(CC[O](c1ccccc1OCCOCc1ccc(nc1)c1ccc(cn1)C)[M])CCOc1ccccc1OCCOCc1ccc(nc1)c1ccc(cn1)C,0.012415051
5318,[M]/[O]=C(\C[N]1=CN(c2c1cccc2)Cc1c(C)c(C[N]2=CN(c3c2cccc3)CC(=O)O)c(c(c1C)C[N]1=CN(c2c1cccc2)CC(=O)O)C)/O,0.012399077
5319,COc1c(O)cc2c(c1O)C(=O)C(=C[O]2[M])c1ccc(c(c1)S(=O)(=O)O)OC,0.012391508
5320,[M]/[O]=C(/c1ccccc1NC(=O)C)\O,0.012386441
5321,O[C@@H]1[C@H](O)[C@H]([O]([C@H]1N1C=NC2=C1N=C(N)NC2=O)[M])COP(=O)(O)O,0.012385368
5322,[M]OC(=O)C(=O)c1cccc2c1nccc2,0.012384832
5323,[M]OC(=O)CP(=O)(O)O,0.012382448
5324,[M]OC(=O)[C@@H]([C@@H](OP(=O)(O)O)C)N,0.012379885
5325,NC1=NC2=C(C(=O)N1)N=CN2[C@@H]1O[C@H]2[C@H]([C@H]1O)O[P@](=O)(O)OC[C@@H]1[C@@H](O[P@@](=O)(OC2)O)[C@@H](O)[C@@H]([O]1[M])N1C=NC2=C1N=C(N)NC2=O,0.01237607
5326,[M]OC(=O)c1cccc(c1)Oc1cccc(c1C(=O)O)C(=O)O,0.012375355
5327,CC(=O)NS(=O)(=O)c1ccc(cc1)Nc1nc2NC=Nc2c(n1)[O](CC1CCCCC1)[M],0.012367487
5328,N#[C]=C(P1(=[O][M])OCC(CO1)(C)C)P1(=O)OCC(CO1)(C)C,0.012367487
5329,[M][O]=[S@](=O)([C@H](c1ccccn1)c1cccc(n1)c1ccccc1)O,0.012349427
5330,[M]/[O]=C(\c1ccc(cc1)c1cccc(n1)c1ccc(cc1)C(=O)O)/O,0.012303293
5331,[M][O]1CCOc2c3cccc2Cc2cccc4c2OCCOCCOCCOCCOc2c(C3)cccc2Cc2cccc(C4)c2OCCOc2ccc([C@@]3([C@H]4N[C@@H](C([C@@H]5N[C@@H]([C@@](c6ccc1cc6)(C)[C@H]1C=C[C@@H](N1)C(C)(C)C1=CC=C3N1)C=C5)(C)C)C=C4)C)cc2,0.012297928
5332,[M]OC(=O)c1c(cccc1c1ccc(cc1)F)c1ccc(cc1)F,0.012293339
5333,[M]O[C@@H]([C@@H](C(=O)O)NC(=O)C(=O)N[C@H](C(=O)O)[C@@H](O)C)C,0.012247682
5334,CN(C[C@H](C1(O)CCCCC1)c1ccc(cc1)[O]([M])C)C,0.012228191
5335,[M]OC(C(F)(F)F)(C(F)(F)F)CN1CCOCCOCCOCCOCC1,0.012225032
5336,[M]O[C@]([P](=O)O)(C(=O)O)C,0.012218237
5337,CCOc1cccc(c1O)/C=N/OCCO/N=C/c1c(O)c(O)c(c2c1cccc2)/C=N/OCC[O](/N=C/c1cccc(c1O)OCC)[M],0.012193501
5338,OCCCc1cc2c(c(c1)OC)OC[C@H]2[C@H](S(=O)(=O)O[M])c1ccc(c(c1)OC)O,0.012191474
5339,[M]/[O]=C(/c1ccc(cc1)c1cc(C(=O)O)c(cc1C(=O)O)c1ccc(cc1)C(=O)O)\O,0.012191236
5340,COc1cc(ccc1O)S(=O)(=O)O[M],0.012185454
5341,[M]OC(=O)/C=C/c1ccccc1N(=O)=O,0.012166977
5342,[M]OC(=O)CN1C=Nc2c1c1cccnc1c1c2cccn1,0.012155354
5343,[M]OC(=O)c1ccc(c(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,0.012152135
5344,[M]/[O]=C(/CN(Cc1cc(ccc1O)[S](=O)(O)O)CC(=O)O)\O,0.012127161
5345,[M]/[O]=C(/COc1c2cccc1Cc1cccc(c1O)Cc1c(c(Cc3c(c(C2)ccc3)O)ccc1)OCC(=O)O)\O,0.012118042
5346,[M]OC(c1cc(F)c(c(c1)F)F)(c1cc(F)c(c(c1)F)F)c1cc(F)c(c(c1)F)F,0.012095392
5347,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@@H]([C@H](O5)C)O)[C@@H]([C@H](O4)C)O)c(c(c3c(c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@@H]3O[C@H](C)[C@H]([C@@](C3)(C)O)O[M])[C@H]([C@H](O2)C)O)[C@@H]([C@H](O1)C)O)O)O)C)C(=O)N[C@H](C(=O)OC)Cc1ccccc1,0.012071848
5348,[M]/[O]=C(\CN1CCN(CCN(CCN(CC1)C[P@@](=O)(CCC(=O)O)O)CC(=O)O)CC(=O)O)/O,0.012063742
5349,C[C@H]1COC(C)(C)C(C)(C)OCCCOC(C([O](C1)[M])(C)C)(C)C,0.01206094
5350,COC1=C([O](Cc2ccc(c(c2)Br)OS(=O)(=O)O)[M])C(=O)CC1,0.012058675
5351,[M]/[O]=C(\C1(NC(=O)OC(C)(C)C)Cc2ccccc2-c2c(C1)cccc2)/O,0.012050271
5352,C[C@@H](C(=O)O[M])N([C@H](C(=O)O)C)O,0.012038112
5353,[M]/[O]=C/1\N2CN3C(=O)N4[C@H]5[C@@H]3N3C(=O)N5CN5[C@@H]6N(C4)C(=O)N4[C@@H]6N(C5=O)CN5[C@@H]6N(C4)C(=O)N4CN7C(=O)N8CN9C(=O)N%10CN1[C@@H]1[C@H]2N(C(=O)N1CN1[C@@H]%10[C@@H]9N(C1=O)CN1[C@@H]8[C@@H]7N(C1=O)CN([C@H]64)C5=O)[C@H]1O[C@@H]3c2c1cccc2,0.012023926
5354,[M]OC(=O)Cc1ccccn1,0.012013674
5355,Oc1c(cccc1OCc1ccccc1)/C=N/c1ccccc1/N=C/c1cccc(c1O)[O](Cc1ccccc1)[M],0.012012064
5356,[M]/[O]=C\1/N2CN3[C@@H]4N5CN6[C@]2([C@@]2(N1CN1[C@@H]7[C@@H]8N(C1=O)CN1C(=O)N9[C@H]%10[C@@H]1N(CN8C(=O)N7CN2C6=O)C(=O)N%10CN1[C@@]2(N(C9)C(=O)N6CN7C(=O)N8C[N](=C3O)[C@H]4N(C5=O)CN3[C@@H]8[C@@H]7N(C3=O)CN([C@]26C)C1=O)C)C)C,0.012008905
5357,[M]O[C@@H]1[C@@H](O)[C@@H]([N@@]2[C@H]1SC[C@H]2C(=O)O)[C@H](C(=O)O)O,0.011996567
5358,CCP(=[O][M])(O)O,0.011991382
5359,CSC[C@@H](C(=O)O)/N=C(/C(=O)N[C@H](/C(=[O]/[M])/O)CSC)\O,0.011989772
5360,[M][O]=[S@](=O)(c1ccccc1)NP(=O)(N1CCOCC1)N1CCOCC1,0.011958003
5361,[M]OC(=O)C(=O)NCCC/N=C(/C(=O)O)\O,0.011955142
